id,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con
7199,NA,NA,1.548903,-36.865231,84.3882,5.49,0.859,K1/K2III,1.021,NA,NA,Scl
7237,NA,NA,1.557142,58.327334,675.6757,5.69,-3.459,K0Ib+...,1.435,NA,NA,Cas
7262,NA,NA,1.561899,-7.025341,29.5159,5.75,3.4,G2IV,0.639,NA,NA,Cet
7280,39Chi Cas,NA,1.565528,59.23204,63.8162,4.68,0.655,K0III,0.991,Chi,39,Cas
7307,NA,NA,1.571279,37.237146,143.472,5.9,0.116,B9IV,-0.067,NA,NA,And
7331,49    Cet,NA,1.57716,-15.676359,59.3824,5.62,1.752,A1V,0.066,NA,49,Cet
7345,NA,NA,1.580296,18.460512,163.1321,5.9,-0.163,M2III,1.536,NA,NA,Psc
7433,NA,NA,1.598542,17.433841,58.072,5.95,2.13,F0IV,0.259,NA,NA,Psc
7436,50    Cet,NA,1.599713,-15.400183,167.5042,5.41,-0.71,K1III,1.226,NA,50,Cet
7449,Tau Scl,NA,1.602361,-29.907317,69.3481,5.69,1.485,F2V,0.335,Tau,NA,Scl
7499,50Ups And,NA,1.613299,41.405459,13.4916,4.1,3.45,F8V,0.536,Ups,50,And
7521,102Pi  Psc,NA,1.61831,12.141535,35.0877,5.54,2.814,F0V,0.347,Pi,102,Psc
7554,NA,NA,1.624389,-84.769593,116.6861,5.66,0.325,K0III,0.939,NA,NA,Oct
7574,Alp Eri,Achernar,1.628556,-57.236757,42.7533,0.45,-2.705,B3Vp,-0.158,Alp,NA,Eri
7587,NA,NA,1.631959,-82.974995,27.3823,5.88,3.693,G2V,0.62,NA,NA,Oct
7593,51    And,NA,1.633205,48.628213,54.3183,3.59,-0.085,K3III,1.275,NA,51,And
7603,NA,NA,1.635435,57.977631,534.7594,5.55,-3.091,G5II,1.388,NA,NA,Cas
7628,NA,NA,1.640968,-36.528251,101.833,5.94,0.901,K0III,1.045,NA,NA,Scl
7635,40    Cas,NA,1.641926,73.04004,140.4494,5.28,-0.458,G8II-IIIvar,0.972,NA,40,Cas
7664,NA,NA,1.647718,-21.275384,77.2798,5.58,1.14,F0V,0.346,NA,NA,Cet
7703,52Chi And,NA,1.655835,44.386165,76.746,5.01,0.585,G8III...,0.883,Chi,52,And
7725,105    Psc,NA,1.661338,16.405858,120.1923,5.98,0.581,K2III,1.119,NA,105,Psc
7736,NA,NA,1.663169,-56.1964,7.8223,5.76,6.293,K0V,0.88,NA,NA,Eri
7803,53Tau And,NA,1.676337,40.577049,218.3406,4.96,-1.736,B8III,-0.068,Tau,53,And
7810,NA,NA,1.677674,43.297687,69.5894,5.63,1.417,A9IV:,0.214,NA,NA,And
7869,106Nu  Psc,NA,1.690526,5.487613,111.3586,4.45,-0.784,K3III,1.347,Nu,106,Psc
7891,NA,NA,1.694233,30.04712,157.7287,5.97,-0.02,K0III,1.015,NA,NA,Tri
7901,NA,NA,1.695787,-11.324669,39.4477,5.75,2.77,F5V+...,0.443,NA,NA,Cet
7903,NA,NA,1.696383,42.613369,12.7389,4.96,4.434,G2V,0.618,NA,NA,And
7906,NA,NA,1.696655,-60.789339,111.4827,5.7,0.464,K2/K3III,1.264,NA,NA,Hyi
7926,NA,NA,1.700833,-36.832305,93.1099,5.7,0.855,A0V,-0.01,NA,NA,Scl
7928,NA,NA,1.700968,35.245707,84.246,5.63,1.002,B9IV-V,-0.059,NA,NA,Tri
7940,Pi  Scl,NA,1.702389,-32.32697,65.8762,5.25,1.156,K1II/III,1.044,Pi,NA,Scl
7950,43    Cas,NA,1.705688,68.043021,119.1895,5.57,0.189,A0p SiSr,-0.049,NA,43,Cas
7963,NA,NA,1.708125,-53.740834,17.4338,5.52,4.313,F8V,0.551,NA,NA,Eri
7966,107    Psc,NA,1.70827,20.268504,7.5324,5.24,5.855,K1V,0.836,NA,107,Psc
7984,NA,NA,1.712086,-3.6902,364.9635,4.98,-2.831,K3II-III,1.378,NA,NA,Cet
8001,42    Cas,NA,1.715493,70.622526,85.1064,5.18,0.53,B9V,-0.022,NA,42,Cas
8031,44    Cas,NA,1.722151,60.551332,320.5128,5.78,-1.749,B8IIIn,-0.01,NA,44,Cas
8053,Phi Per,NA,1.727675,50.688732,220.2643,4.01,-2.705,B2Vpe,-0.098,Phi,NA,Per
8087,52Tau Cet,NA,1.734479,-15.93748,3.6502,3.49,5.678,G8V,0.727,Tau,52,Cet
8183,110Omi Psc,NA,1.756564,9.157736,85.6898,4.26,-0.405,K0III,0.942,Omi,110,Psc
8194,Eps Scl,NA,1.760763,-25.05261,28.1136,5.29,3.045,F2IV,0.395,Eps,NA,Scl
8215,NA,NA,1.766461,-5.733299,168.9189,5.37,-0.768,K4III,1.517,NA,NA,Cet
8225,NA,NA,1.76832,-50.816256,194.5525,5.49,-0.955,M3III,1.615,NA,NA,Phe
8226,NA,NA,1.768392,-53.522037,62.0347,5.04,1.077,A1V,0.031,NA,NA,Eri
8347,NA,NA,1.795668,63.852501,10.0675,5.63,5.615,K0V,0.804,NA,NA,Cas
8372,4    Ari,NA,1.803038,16.955551,84.3882,5.86,1.229,B9.5V,-0.039,NA,4,Ari
8388,NA,NA,1.807227,3.685447,98.4252,5.91,0.944,G9III,0.97,NA,NA,Psc
8408,NA,NA,1.810808,37.95287,104.6025,5.94,0.842,K0III,0.975,NA,NA,And
8417,NA,NA,1.81155,32.69021,27.8552,5.78,3.555,F8V,0.572,NA,NA,Tri
8481,53Chi Cet,NA,1.826418,-10.68641,23.1857,4.66,2.834,F3III,0.333,Chi,53,Cet
8527,1    Ari,NA,1.835714,22.275338,179.5332,5.83,-0.441,K1III+...,0.743,NA,1,Ari
8571,NA,NA,1.84777,11.043378,42.0168,5.92,2.803,F2Vw,0.302,NA,NA,Ari
8576,NA,NA,1.848459,-50.206138,77.1605,5.94,1.503,A1V,0.154,NA,NA,Phe
8581,NA,NA,1.849198,51.933417,41.684,5.96,2.86,F5V,0.419,NA,NA,Per
8628,55Zet Cet,NA,1.857676,-10.335038,72.0461,3.74,-0.548,K2III,1.136,Zet,55,Cet
8687,1    Per,NA,1.866476,55.147385,396.8254,5.53,-2.463,B1.5V,-0.175,NA,1,Per
8696,2    Per,NA,1.869268,50.792794,147.929,5.7,-0.15,B9p...,-0.067,NA,2,Per
8760,NA,NA,1.881142,-16.92925,94.162,5.78,0.911,F0V,0.26,NA,NA,Cet
8777,2Alp Tri,NA,1.884696,29.578829,19.4175,3.42,1.979,F6IV,0.488,Alp,2,Tri
8795,55    And,NA,1.888152,40.72979,193.4236,5.42,-1.013,K1III,1.311,NA,55,And
8813,5Gam2Ari,NA,1.89217,19.293852,50.3018,3.88,0.372,A1p Si,-0.047,Gam-2,5,Ari
8814,111Xi  Psc,NA,1.892597,3.187536,54.9149,4.61,0.912,K0III SB,0.928,Xi,111,Psc
8818,Psi Phe,NA,1.894102,-46.302669,104.8218,4.39,-0.712,M4III SB,1.597,Psi,NA,Phe
8863,Phi Phe,NA,1.906122,-42.49695,94.0734,5.12,0.253,A3V,-0.06,Phi,NA,Phe
8867,45Eps Cas,NA,1.906584,63.670101,126.2626,3.35,-2.156,B2pvar,-0.15,Eps,45,Cas
8884,6Bet Ari,Sheratan,1.910668,20.808035,17.9856,2.64,1.365,A5V...,0.165,Bet,6,Ari
8909,Eta2Hyi,NA,1.915572,-67.647303,67.0691,4.68,0.547,G5III,0.931,Eta-2,NA,Hyi
8974,7    Ari,NA,1.930844,23.577322,170.9402,5.76,-0.404,K1III,1.185,NA,7,Ari
8982,NA,NA,1.9318,37.277786,282.4859,5.89,-1.365,K5III,1.599,NA,NA,And
8989,Chi Eri,NA,1.932564,-51.608896,17.8508,3.69,2.432,G5IV,0.844,Chi,NA,Eri
8990,46Ome Cas,NA,1.933337,68.685242,215.0538,4.97,-1.693,B8III,-0.084,Ome,46,Cas
9002,56    And,NA,1.935927,37.25183,96.9932,5.69,0.756,G8III...,1.06,NA,56,And
9042,56    Cet,NA,1.944499,-22.526785,108.2251,4.92,-0.252,K3III,1.434,NA,56,Cet
9076,NA,NA,1.952792,-47.385277,76.1035,4.82,0.413,G8III,0.864,NA,NA,Phe
9091,8Iot Ari,NA,1.955848,17.817532,159.4896,5.09,-0.924,K1p...,0.921,Iot,8,Ari
9113,NA,NA,1.962151,27.804381,140.2525,5.84,0.105,M2III,1.576,NA,NA,Tri
9135,9Lam Ari,NA,1.965478,23.596061,39.4945,4.79,1.807,F0V,0.29,Lam,9,Ari
9203,3    Per,NA,1.975973,49.204352,75.0188,5.7,1.324,K0IV,1.005,NA,3,Per
9217,Alp Hyi,NA,1.979451,-61.569859,22.0119,2.86,1.147,F0V,0.29,Alp,NA,Hyi
9288,NA,NA,1.993244,21.05857,119.9041,5.89,0.496,K0III-IV,1.031,NA,NA,Ari
9293,NA,NA,1.993892,64.621602,75.3012,5.29,0.906,A0Vn,0.002,NA,NA,Cas
9294,NA,NA,1.994118,-42.030532,89.9281,5.57,0.801,K1III,1.052,NA,NA,Phe
9307,57    Cet,NA,1.996166,-20.824539,180.5054,5.43,-0.852,M0/M1III,1.64,NA,57,Cet
9328,59Ups Cet,NA,2.000084,-21.077831,89.7666,3.99,-0.776,K5/M0III,1.554,Ups,59,Cet
9334,112    Psc,NA,2.002544,3.097015,33.5008,5.89,3.265,G2IV,0.61,NA,112,Psc
9353,NA,NA,2.007451,-8.523873,145.9854,5.43,-0.392,M3III,1.391,NA,NA,Cet
9420,Pi  For,NA,2.020759,-30.001830000000002,90.2527,5.34,0.563,G8III,0.883,Pi,NA,For
9439,Chi Phe,NA,2.02844,-44.713509,115.0748,5.15,-0.155,K5III,1.471,Chi,NA,Phe
9460,48    Cas,NA,2.032644,70.90702,35.2609,4.49,1.754,A3IV,0.164,NA,48,Cas
9467,113Alp Psc,NA,2.034117,2.763759,46.1681,3.82,0.498,A2,0.024,Alp,113,Psc
9485,4    Per,NA,2.038359,54.487541,223.2143,4.99,-1.754,B8III,-0.071,NA,4,Per
9513,NA,NA,2.043077,13.476716,206.1856,5.97,-0.601,M2III,1.584,NA,NA,Ari
9550,3Eps Tri,NA,2.049433,33.284135,120.048,5.5,0.103,A2V,0.029,Eps,3,Tri
9552,NA,NA,2.049602,-15.305932,109.8901,5.87,0.665,K0II/III,0.966,NA,NA,Cet
9553,53    Cas,NA,2.050052,64.390018,537.6344,5.59,-3.062,B8Ib,0.325,NA,53,Cas
9568,60    Cet,NA,2.053236,0.128507,86.1326,5.42,0.744,A5III,0.146,NA,60,Cet
9577,50    Cas,NA,2.057268,72.421294,48.1696,3.95,0.536,A2V,-0.002,NA,50,Cas
9600,10    Ari,NA,2.060927,25.935471,48.7092,5.64,2.202,F8IV,0.537,NA,10,Ari
9601,NA,NA,2.061247,-4.103516,166.113,5.61,-0.492,K5Iab:,1.589,NA,NA,Cet
9609,61    Cet,NA,2.063381,-0.340251,110.9878,5.96,0.734,G5V...,0.851,NA,61,Cet
9618,57Gam1And,Almaak,2.064984,42.329725,120.4819,2.1,-3.305,B8V,1.37,Gam-1,57,And
9655,Nu  For,NA,2.074844,-29.296819,113.7656,4.68,-0.6,B9.5p (Si),-0.156,Nu,NA,For
9706,47    Cas,NA,2.085315,77.281341,33.1565,5.27,2.667,F0Vn,0.345,NA,47,Cas
9741,49    Cas,NA,2.092103,76.11506,122.6994,5.22,-0.224,G8III,0.954,NA,49,Cas
9814,12Kap Ari,NA,2.109423,22.648317,55.6793,5.03,1.302,A2m,0.121,Kap,12,Ari
9861,13Alp Ari,Hamal,2.119555,23.462423,20.1776,2.01,0.486,K2III,1.151,Alp,13,Ari
9954,58    And,NA,2.141454,37.859077,58.6854,4.78,0.937,A5IV-V,0.12,NA,58,And
9967,NA,NA,2.144606,58.423601,100000,5.66,-14.34,A1Ia,0.595,NA,NA,Per
10011,NA,NA,2.152584,-43.516596,159.7444,5.84,-0.177,K1III,1.197,NA,NA,Phe
10030,14    Ari,NA,2.157036,25.939892,88.4956,4.98,0.245,F2III,0.339,NA,14,Ari
10041,4Bet Tri,NA,2.159058,34.987297,38.8954,3,0.051,A5III,0.14,Bet,4,Tri
10133,15    Ari,NA,2.177109,19.500338,171.2329,5.68,-0.488,M3III,1.641,NA,15,Ari
10189,64    Cet,NA,2.189189,8.569805,40.7166,5.64,2.591,G0IV,0.569,NA,64,Cet
10211,63    Cet,NA,2.193287,-1.825429,119.0476,5.94,0.561,G9III:,0.967,NA,63,Cet
10256,6    Tri,NA,2.206191,30.303067,89.1266,4.94,0.19,F5V comp SB,0.77,NA,6,Tri
10272,NA,NA,2.210427,24.167778,228.833,5.96,-0.838,K0,1.366,NA,NA,Ari
10281,66    Cet,NA,2.213206,-2.393637,39.6983,5.65,2.656,F8V,0.546,NA,66,Cet
10282,17Eta Ari,NA,2.213355,21.210993,28.8684,5.23,2.928,F5V,0.457,Eta,17,Ari
10296,Mu  For,NA,2.21513,-30.723825,98.2318,5.27,0.309,A0V,-0.013,Mu,NA,For
10300,65Xi 1Cet,NA,2.216665,8.846717,117.5088,4.36,-0.99,G8II:,0.878,Xi-1,65,Cet
10302,NA,NA,2.21694,-21.000137,106.383,5.86,0.726,K0III,1.006,NA,NA,Cet
10304,19    Ari,NA,2.217584,15.27986,146.8429,5.72,-0.114,M0III,1.551,NA,19,Ari
10316,60    And,NA,2.220369,44.231652,162.6016,4.84,-1.216,K4III,1.476,NA,60,And
10342,NA,NA,2.226728,51.065818,64.9773,5.31,1.246,G8III:var,0.926,NA,6,Per
10394,Pi 1Hyi,NA,2.237366,-67.841441,238.0952,5.57,-1.314,M1III,1.556,Pi-1,NA,Hyi
10416,NA,NA,2.242208,-41.166765,105.7082,5.91,0.789,G9III,0.965,NA,NA,Phe
10489,Pi 2Hyi,NA,2.25794,-67.746366,149.7006,5.67,-0.206,K2III,1.306,Pi-2,NA,Hyi
10510,21    Ari,NA,2.261884,25.043043,51.0725,5.57,2.029,F6V,0.52,NA,21,Ari
10517,20    Ari,NA,2.262789,25.782937,42.1053,5.79,2.668,F6IV-V,0.439,NA,20,Ari
10535,7    Tri,NA,2.265635,33.358895,86.0585,5.25,0.576,A0V,-0.004,NA,7,Tri
10578,Phi Eri,NA,2.275154,-51.512165,47.1254,3.56,0.194,B8IV-V,-0.12,Phi,NA,Eri
10618,67    Cet,NA,2.283068,-6.422116,102.0408,5.51,0.466,G8III,0.962,NA,67,Cet
10620,8Del Tri,NA,2.284191,34.224231,10.784,4.84,4.676,G0V,0.607,Del,8,Tri
10645,9Gam Tri,NA,2.288573,33.847194,34.4353,4.03,1.345,A1Vnn,0.019,Gam,9,Tri
10692,8    Per,NA,2.29996,57.89982,125.9446,5.75,0.249,K3III,1.175,NA,8,Per
10697,NA,NA,2.3004,1.757802,24.3546,5.6,3.667,G0.5IV,0.588,NA,NA,Cet
10703,7    Per,NA,2.301275,57.516321,251.2563,5.99,-1.011,G7III,1.039,NA,7,Per
10706,22The Ari,NA,2.302094,19.901164,137.1742,5.58,-0.106,A1Vn,0.011,The,22,Ari
10766,10    Tri,NA,2.315831,28.642674,115.4734,5.29,-0.022,A2V,0.037,NA,10,Tri
10793,62    And,NA,2.321337,47.379973,75.358,5.31,0.924,A1V,0.006,NA,62,And
10845,NA,NA,2.331739,-55.944796,189.0359,5.81,-0.573,K5III,1.57,NA,NA,Hor
10918,63    And,NA,2.349499,50.151466,120.3369,5.57,0.168,B9p Si,-0.089,NA,63,And
10975,Del Hyi,NA,2.362498,-68.659418,42.8266,4.08,0.921,A3V,0.034,Del,NA,Hyi
10995,69    Cet,NA,2.36573,0.395675,330.033,5.29,-2.303,M2III,1.648,NA,69,Cet
11003,NA,NA,2.367092,-10.777534,29.656,5.43,3.069,F0V,0.364,NA,NA,Cet
11007,NA,NA,2.368051,-17.662169,135.6852,5.89,0.227,K2III,1.231,NA,NA,Cet
11020,70    Cet,NA,2.37011,-0.884852,80.1282,5.42,0.901,F0Vn,0.335,NA,70,Cet
11034,9    Per,NA,2.372621,55.845653,100000,5.16,-14.84,A2Ia,0.369,NA,9,Per
11046,Kap For,NA,2.375704,-23.816326,21.9635,5.19,3.481,G2V,0.608,Kap,NA,For
11064,NA,NA,2.380644,41.396297,47.0146,5.81,2.449,F0III-IV,0.289,NA,NA,And
11069,Kap Hyi,NA,2.38123,-73.645792,97.2763,5.99,1.05,K0III,1.088,Kap,NA,Hyi
11075,NA,NA,2.381852,-51.092129,60.8643,5.9,1.978,A5V,0.213,NA,NA,Eri
11193,64    And,NA,2.406919,50.006546,122.399,5.19,-0.249,G8III,0.979,NA,64,And
11222,24Xi  Ari,NA,2.413627,10.610565,267.3797,5.48,-1.656,B7IV,-0.098,Xi,24,Ari
11231,Lam Hor,NA,2.414987,-60.311947,49.3827,5.36,1.892,F2III,0.395,Lam,NA,Hor
11286,65    And,NA,2.42706,50.278631,113.2503,4.73,-0.54,K4III,1.532,NA,65,And
11318,72Rho Cet,NA,2.432501,-12.29048,139.8601,4.88,-0.848,A0V,-0.027,Rho,72,Cet
11321,NA,NA,2.433431,-15.341247,77.0416,5.88,1.446,Ap SrCrEu,0.116,NA,NA,Cet
11354,NA,NA,2.443115,-20.042617,84.1043,5.89,1.266,K2III,1.247,NA,NA,Cet
11380,Kap Eri,NA,2.449755,-47.70384,155.7632,4.24,-1.722,B5IV,-0.136,Kap,NA,Eri
11405,11    Tri,NA,2.457715,31.80128,85.2515,5.55,0.896,K1III:,1.114,NA,11,Tri
11449,Phi For,NA,2.467139,-33.811039,46.5983,5.13,1.788,A2/A3V,0.089,Phi,NA,For
11457,73Xi 2Cet,NA,2.469317,8.460054,59.2066,4.3,0.438,B9III,-0.053,Xi-2,73,Cet
11459,12    Tri,NA,2.469439,29.66933,49.8256,5.29,1.803,F0III,0.311,NA,12,Tri
11521,13    Tri,NA,2.480139,29.93176,31.407,5.89,3.405,G0V,0.591,NA,13,Tri
11542,Iot Cas,NA,2.484437,67.402474,40.7332,4.46,1.41,A5p Sr,0.153,Iot,NA,Cas
11643,NA,NA,2.508986,25.235036,51.7598,5.88,2.31,F6IV,0.412,NA,NA,Ari
11710,NA,NA,2.525027,2.267182,140.8451,5.27,-0.474,K3III,1.271,NA,NA,Cet
11729,Mu  Hyi,NA,2.527834,-79.109382,87.0322,5.27,0.572,G4III,0.981,Mu,NA,Hyi
11734,1Alp UMi,Polaris,2.52975,89.264109,132.626,1.97,-3.643,F7:Ib-IIv SB,0.636,Alp,1,UMi
11755,76Sig Cet,NA,2.534786,-15.244677,26.6951,4.74,2.608,F5V,0.454,Sig,76,Cet
11756,14    Tri,NA,2.535045,36.147271,132.8021,5.15,-0.466,K5III,1.472,NA,14,Tri
11763,75    Cet,NA,2.53595,-1.034896,81.4332,5.36,0.806,G3III:,1.004,NA,75,Cet
11811,NA,NA,2.547952,34.54241,83.2639,5.84,1.238,K0III,1.083,NA,NA,Tri
11838,Lam1For,NA,2.551952,-34.649967,111.8568,5.91,0.667,K0/K1III,1.064,Lam-1,NA,For
11888,Ome For,NA,2.564085,-28.232343,148.368,4.96,-0.897,B9V,-0.05,Ome,NA,For
11971,77    Cet,NA,2.578507,-7.859445,140.647,5.74,-0.001,K4III,1.393,NA,77,Cet
12041,NA,NA,2.594095,37.312263,191.2046,5.72,-0.687,K4III,1.389,NA,NA,And
12055,15    Tri,NA,2.596336,34.687558,193.7984,5.38,-1.057,M3III,1.652,NA,15,Tri
12062,78Nu  Cet,NA,2.597909,5.593246,104.2753,4.87,-0.221,G8III,0.88,Nu,78,Cet
12075,80    Cet,NA,2.600013,-7.831597,142.6534,5.53,-0.241,M0III,1.607,NA,80,Cet
12082,NA,268 G. Cet,2.601357,6.88687,7.1803,5.79,6.509,K3V,0.918,NA,NA,Cet
12090,Iot1For,NA,2.602574,-30.044978,178.5714,5.74,-0.519,G8/K0III,1.017,Iot-1,NA,For
12115,NA,NA,2.609742,7.730026,90.7441,5.81,1.021,K0III:,1.04,NA,NA,Cet
12121,31    Ari,NA,2.610531,12.447639,34.7343,5.64,2.936,F7V,0.516,NA,31,Ari
12149,NA,NA,2.615879,38.733581,54.1712,5.91,2.241,F5V,0.502,NA,NA,And
12154,Lam2For,NA,2.616281,-34.577977,25.7798,5.78,3.724,G1V,0.653,Lam-2,NA,For
12193,Eta Hor,NA,2.623425,-52.543086,45.5581,5.3,2.007,A6V,0.289,Eta,NA,Hor
12207,NA,NA,2.626676,65.745336,283.2861,5.8,-1.461,K5III,1.561,NA,NA,Cas
12215,81    Cet,NA,2.628278,-3.396175,92.5069,5.65,0.819,G5III:,1.021,NA,81,Cet
12241,NA,NA,2.633909,72.818252,78.4314,5.17,0.698,G8III,0.896,NA,NA,Cas
12256,Iot2For,NA,2.638515,-30.194062,33.9443,5.84,3.186,F5V,0.476,Iot-2,NA,For
12300,32Nu  Ari,NA,2.646943,21.961408,103.3058,5.45,0.379,A7V,0.168,Nu,32,Ari
12355,82Del Cet,NA,2.658044,0.328511,199.2032,4.08,-2.416,B2IV,-0.212,Del,82,Cet
12357,83Eps Cet,NA,2.659398,-11.872156,21.4823,4.83,3.17,F5V,0.447,Eps,83,Cet
12360,Eps Hyi,NA,2.659799,-68.266946,46.5549,4.12,0.78,B9III,-0.061,Eps,NA,Hyi
12381,NA,NA,2.663326,-42.89167,35.6888,4.74,1.977,A2V,0.061,NA,NA,Eri
12411,NA,NA,2.670117,-9.452875,21.7581,5.79,4.102,F6V,0.524,NA,NA,Cet
12451,Zet Hor,NA,2.677666,-54.549911,49.0918,5.21,1.755,F4IV,0.411,Zet,NA,Hor
12452,Iot Eri,NA,2.677781,-39.855375,46.1894,4.11,0.787,K0III,1.006,Iot,NA,Eri
12456,33    Ari,NA,2.678075,27.060943,70.9723,5.3,1.045,A3V,0.081,NA,33,Ari
12497,84    Cet,NA,2.6872220000000002,-0.695653,22.5887,5.72,3.951,F7IV,0.511,NA,84,Cet
12529,NA,NA,2.692814,-14.549276,47.2144,5.98,2.61,F5V,0.429,NA,NA,Cet
12575,NA,NA,2.701834,-38.383686,126.4223,5.99,0.481,G8III,0.917,NA,NA,For
12590,12    Per,NA,2.704144,40.193944,24.1896,4.91,2.992,F9V,0.582,NA,12,Per
12607,34Mu  Ari,NA,2.7060940000000002,20.011465,116.8224,5.74,0.402,A0V,-0.017,Mu,34,Ari
12620,Iot Hor,NA,2.709265,-50.800294,17.1674,5.4,4.226,G3IV,0.561,Iot,NA,Hor
12653,NA,NA,2.716528,53.526105,141.2429,5.85,0.1,K0II-III,1.125,NA,NA,Per
12659,11    Per,NA,2.717451,55.106019,132.2751,5.76,0.153,B7IIIp...,-0.11,NA,11,Per
12673,86Gam Cet,NA,2.721678,3.235818,24.4081,3.47,1.532,A3V,0.093,Gam,86,Cet
12686,35    Ari,NA,2.724198,27.707146,105.1525,4.65,-0.459,B3V,-0.122,NA,35,Ari
12735,14    Per,NA,2.734766,44.29704,301.2048,5.43,-1.964,G0Ib,0.904,NA,14,Per
12737,89Pi  Cet,NA,2.735375,-13.858696,120.4819,4.24,-1.165,B7IV,-0.122,Pi,89,Cet
12744,13The Per,NA,2.736634,49.228448,11.1272,4.1,3.868,F7V,0.514,The,13,Per
12770,37Omi Ari,NA,2.742493,15.311862,182.14940000000001,5.78,-0.522,B9Vn,-0.024,Omi,37,Ari
12788,NA,NA,2.747133,67.82463,126.7427,5.95,0.435,A5III,0.136,NA,NA,Cas
12795,87Mu  Cet,NA,2.749039,10.114146,25.7732,4.27,2.214,F1III-IV,0.311,Mu,87,Cet
12799,38    Ari,NA,2.749328,12.445761,36.3372,5.17,2.368,A7III-IV,0.234,NA,38,Ari
12810,1Tau1Eri,NA,2.751715,-18.572563,14.2207,4.47,3.705,F5/F6V,0.481,Tau-1,1,Eri
12838,Gam Hor,NA,2.757629,-63.704553,55.991,5.73,1.989,G8III/IV,0.932,Gam,NA,Hor
12843,Zet Hyi,NA,2.759048,-67.616617,87.184,4.83,0.128,A2IV/V,0.058,Zet,NA,Hyi
13022,NA,NA,2.796568,81.448475,133.1558,5.8,0.178,G8p...,1.3,NA,NA,Cep
13028,39    Ari,NA,2.79848,29.247118,52.6039,4.52,0.915,K1III,1.112,NA,39,Ari
13075,40    Ari,NA,2.808913,18.28379,141.6431,5.83,0.074,K1III,1.216,NA,40,Ari
13088,NA,NA,2.81275,25.188064,121.8027,5.89,0.462,A0V,-0.033,NA,NA,Ari
13108,Nu  Hor,NA,2.817062,-62.806521,50.4541,5.25,1.736,A2V,0.101,Nu,NA,Hor
13114,Bet For,NA,2.818169,-32.405898,52.9381,4.45,0.831,G8III,0.981,Bet,NA,For
13132,42Pi  Ari,NA,2.821544,17.464309,239.2344,5.26,-1.634,B6V,-0.066,Pi,42,Ari
13169,Gam2For,NA,2.831716,-27.941981,140.647,5.39,-0.351,A1V,0.013,Gam-2,NA,For
13176,41    Ari,NA,2.833063,27.260507,50.7872,3.61,0.081,B8Vn,-0.1,NA,41,Ari
13192,Eta2For,NA,2.837438,-35.843636,137.931,5.92,0.222,K0III,0.899,Eta-2,NA,For
13210,Nu  Hyi,NA,2.841255,-75.066947,104.0583,4.76,-0.326,K3III,1.337,Nu,NA,Hyi
13221,16    Per,NA,2.843063,38.318644,37.0233,4.22,1.378,F2III,0.343,NA,16,Per
13231,Eta3For,NA,2.844557,-35.675849,140.8451,5.48,-0.264,K2III,1.259,Eta-3,NA,For
13234,15Eta Per,NA,2.844945,55.895496,269.5418,3.77,-3.383,K3Ib comp SB,1.69,Eta,15,Per
13254,2Tau2Eri,NA,2.850645,-21.004019,57.3066,4.76,0.969,K0III,0.906,Tau-2,2,Eri
13293,43Sig Ari,NA,2.858218,15.082071,151.5152,5.52,-0.382,B7V,-0.099,Sig,43,Ari
13294,17    Per,NA,2.858566,35.059741,143.2665,4.56,-1.221,K5III,1.554,NA,17,Per
13305,NA,NA,2.861594,46.841939000000004,119.9041,5.86,0.466,G8III,0.903,NA,NA,Per
13333,NA,NA,2.866319,68.888497,395.2569,5.94,-2.044,F5:Ib-II,0.7,NA,NA,Cas
13439,Psi For,NA,2.892885,-38.437004,58.5138,5.93,2.094,F5V,0.437,Psi,NA,For
13445,NA,NA,2.893144,-22.376308,111.6071,5.93,0.692,G8/K0III,1.041,NA,NA,Eri
13456,20    Per,NA,2.895168,38.337488,70.6714,5.34,1.094,F4Vvar,0.423,NA,20,Per
13497,18Tau Per,NA,2.904295,52.762479,77.9423,3.93,-0.529,G4III...,0.758,Tau,18,Per
13620,45Rho2Ari,NA,2.930138,18.33164,107.7586,5.76,0.598,M6IIIvar,1.452,Rho-2,45,Ari
13631,NA,NA,2.932452,61.521138,26.7094,5.59,3.457,F4V,0.445,NA,NA,Cas
13645,NA,NA,2.937158,8.381563,42.9738,5.97,2.804,F7IV,0.478,NA,NA,Cet
13667,3Eta Eri,NA,2.940458,-8.898144,41.8585,3.89,0.781,K1III-IV,1.088,Eta,3,Eri
13668,46Rho3Ari,NA,2.940596,18.023119,35.3482,5.58,2.838,F6V,0.471,Rho-3,46,Ari
13683,NA,NA,2.943729,-3.71232,57.1755,5.16,1.374,A3Vn,0.084,NA,NA,Eri
13741,21    Per,NA,2.954801,31.934219,98.0392,5.1,0.143,B9p...,-0.007,NA,21,Per
13748,4    Eri,NA,2.9566,-23.862164,47.6872,5.44,2.048,A5IV/V,0.238,NA,4,Eri
13800,47    Ari,NA,2.968114,20.668733,33.1675,5.8,3.196,F5IV,0.415,NA,47,Ari
13801,6    Eri,NA,2.968258,-23.606012,203.252,5.82,-0.72,K2III,1.334,NA,6,Eri
13813,The1Eri,Acamar,2.971023,-40.304672,49.4315,2.88,-0.59,A4III+...,0.128,The-1,NA,Eri
13840,NA,NA,2.978355,-2.782877,110.6195,5.22,0.001,A2IV,0.014,NA,NA,Eri
